Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,StateProvinceCode,PostalCode,BikeBuyer
46,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94014,0
40,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,91502,0
45,S,F,40000,2,2,Bachelors,Skilled Manual,1,0,CA,90712,0
46,S,F,40000,2,2,Bachelors,Skilled Manual,1,0,CA,90241,0
35,S,F,40000,2,2,Bachelors,Skilled Manual,0,0,CA,90241,1
40,S,M,40000,2,2,Bachelors,Skilled Manual,1,0,CA,94611,1
38,S,M,80000,3,3,Bachelors,Skilled Manual,0,1,CA,94941,1
44,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,CA,94109,1
50,M,M,80000,3,3,Bachelors,Skilled Manual,1,2,CA,90401,0
44,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,CA,90241,1
50,S,M,80000,3,3,Bachelors,Skilled Manual,1,3,CA,91941,0
44,S,F,80000,3,3,Bachelors,Skilled Manual,1,3,CA,92118,1
49,S,F,80000,4,4,Bachelors,Skilled Manual,1,1,CA,94704,0
50,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,CA,94063,1
44,S,F,80000,3,3,Bachelors,Skilled Manual,1,3,CA,90706,1
47,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,CA,90706,1
47,S,F,70000,2,2,Bachelors,Skilled Manual,0,1,CA,91910,0
44,S,M,80000,3,3,Bachelors,Skilled Manual,0,2,CA,94611,0
52,S,F,70000,4,2,Bachelors,Skilled Manual,1,2,CA,91910,1
46,S,F,70000,2,2,Bachelors,Skilled Manual,0,0,CA,92118,1
47,S,F,70000,2,2,Bachelors,Skilled Manual,0,1,CA,91502,0
49,S,F,80000,3,3,Bachelors,Skilled Manual,1,1,CA,92102,0
49,S,F,80000,3,3,Bachelors,Skilled Manual,1,1,CA,91502,0
50,M,M,80000,3,3,Bachelors,Skilled Manual,1,1,CA,90802,0
49,S,F,80000,3,3,Bachelors,Skilled Manual,1,3,CA,91502,1
44,S,M,80000,3,3,Bachelors,Skilled Manual,1,3,CA,90706,1
50,M,F,80000,3,3,Bachelors,Skilled Manual,1,3,CA,94519,0
51,S,M,70000,4,2,Bachelors,Skilled Manual,0,2,CA,94014,1
41,S,F,70000,2,2,Bachelors,Skilled Manual,1,0,CA,94947,1
47,M,F,70000,2,2,Bachelors,Skilled Manual,1,0,CA,94063,1
50,S,F,80000,3,3,Bachelors,Skilled Manual,0,2,CA,90012,0
41,S,F,70000,2,2,Bachelors,Skilled Manual,0,0,CA,92020,1
46,S,F,70000,2,2,Bachelors,Skilled Manual,1,1,CA,94704,1
46,S,F,70000,2,2,Bachelors,Skilled Manual,0,1,CA,94519,1
51,S,M,70000,4,2,Bachelors,Skilled Manual,0,2,CA,94611,1
44,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94014,0
47,M,F,70000,2,2,Bachelors,Skilled Manual,1,0,CA,95062,1
41,M,F,70000,2,2,Bachelors,Skilled Manual,1,0,CA,94109,1
45,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,CA,92625,1
45,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,91203,0
45,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94109,0
39,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,92625,0
44,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94519,0
45,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94941,0
46,S,M,70000,2,2,Bachelors,Skilled Manual,0,1,CA,91502,1
39,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,CA,94519,1
44,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,CA,92118,1
39,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94014,0
39,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,91910,1
39,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,91364,1
49,M,M,80000,3,3,Bachelors,Skilled Manual,1,0,CA,91776,0
45,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,90210,1
39,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,91502,1
44,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94014,1
44,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,91950,1
41,M,F,70000,2,2,Bachelors,Skilled Manual,1,1,CA,94014,1
48,M,M,80000,3,3,Bachelors,Skilled Manual,1,1,CA,91910,0
48,M,M,80000,3,3,Bachelors,Skilled Manual,1,1,CA,94519,0
45,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,CA,91945,1
45,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94015,1
39,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,92020,1
47,S,M,70000,2,2,Bachelors,Skilled Manual,1,0,CA,92625,1
46,M,F,70000,2,2,Bachelors,Skilled Manual,1,1,CA,94704,1
41,S,M,70000,2,2,Bachelors,Skilled Manual,0,1,CA,94519,1
41,S,F,70000,2,2,Bachelors,Skilled Manual,0,1,CA,91945,1
43,M,M,80000,3,3,Bachelors,Skilled Manual,1,0,CA,91950,0
43,S,M,80000,3,3,Bachelors,Skilled Manual,0,1,CA,94014,1
44,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94015,1
39,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,90706,1
46,S,M,70000,2,2,Bachelors,Skilled Manual,0,0,CA,95062,1
47,M,F,70000,2,2,Bachelors,Skilled Manual,1,1,CA,90012,1
49,S,M,80000,3,3,Bachelors,Skilled Manual,1,0,CA,90706,0
49,M,F,80000,3,3,Bachelors,Skilled Manual,1,1,CA,91502,0
44,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,CA,91776,1
44,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,CA,90401,1
45,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,CA,94519,1
45,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,CA,91910,1
45,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,CA,92102,1
45,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,91502,1
47,M,F,70000,2,2,Bachelors,Skilled Manual,1,1,CA,91502,1
45,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,CA,94947,1
45,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,94704,1
44,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,CA,90210,1
45,M,M,40000,1,1,Bachelors,Skilled Manual,0,0,CA,94704,1
45,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,CA,91932,1
41,S,F,70000,2,2,Bachelors,Skilled Manual,1,0,CA,90706,1
46,S,F,70000,2,2,Bachelors,Skilled Manual,0,1,CA,91910,1
47,S,F,70000,2,2,Bachelors,Skilled Manual,1,1,CA,94519,1
43,S,M,80000,3,3,Bachelors,Skilled Manual,1,0,CA,94941,0
49,S,F,60000,3,3,Bachelors,Skilled Manual,0,0,CA,92020,1
48,M,M,60000,3,3,Bachelors,Skilled Manual,1,1,CA,90210,0
47,M,M,60000,2,2,Bachelors,Skilled Manual,1,0,CA,90210,1
49,S,M,60000,3,3,Bachelors,Skilled Manual,0,0,CA,91932,1
38,S,F,60000,3,3,Bachelors,Skilled Manual,1,0,CA,94303,1
48,S,M,60000,3,3,Bachelors,Skilled Manual,1,0,CA,94941,1
48,M,M,60000,3,3,Bachelors,Skilled Manual,1,0,CA,90210,0
46,M,M,60000,2,2,Bachelors,Skilled Manual,1,0,CA,90712,1
46,S,M,60000,2,2,Bachelors,Skilled Manual,0,1,CA,90706,0
43,S,F,60000,3,3,Bachelors,Skilled Manual,0,0,CA,94063,1
43,S,F,60000,3,3,Bachelors,Skilled Manual,1,1,CA,94519,1
49,S,F,60000,3,3,Bachelors,Skilled Manual,0,0,CA,94704,1
39,S,M,60000,4,4,Bachelors,Skilled Manual,1,2,CA,91910,0
51,S,F,60000,5,5,Bachelors,Skilled Manual,1,1,CA,94519,0
51,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,CA,90401,1
45,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,CA,91791,1
51,S,F,60000,4,4,Bachelors,Skilled Manual,1,3,CA,90241,1
51,S,F,60000,5,5,Bachelors,Skilled Manual,1,2,CA,92118,0
45,M,M,60000,5,5,Bachelors,Skilled Manual,1,3,CA,91932,0
51,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,CA,91364,1
45,M,M,60000,4,4,Bachelors,Skilled Manual,1,3,CA,90505,0
50,M,F,60000,5,5,Bachelors,Skilled Manual,1,3,CA,91941,0
45,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,CA,94063,1
51,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,CA,91941,1
50,M,F,60000,5,5,Bachelors,Skilled Manual,1,3,CA,91203,0
50,S,F,60000,5,5,Bachelors,Skilled Manual,0,3,CA,94063,1
50,M,F,60000,4,2,Bachelors,Skilled Manual,1,2,CA,90012,1
51,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,CA,94010,1
51,S,M,60000,4,2,Bachelors,Skilled Manual,1,2,CA,94010,1
48,M,M,60000,3,3,Bachelors,Skilled Manual,1,0,CA,90210,0
43,S,F,60000,3,3,Bachelors,Skilled Manual,1,0,CA,91941,1
38,S,F,60000,3,3,Bachelors,Skilled Manual,1,1,CA,91502,1
51,M,M,60000,4,4,Bachelors,Skilled Manual,1,2,CA,91941,0
50,M,F,60000,4,4,Bachelors,Skilled Manual,1,3,CA,90210,0
45,M,M,60000,4,4,Bachelors,Skilled Manual,1,3,CA,91910,0
51,S,M,60000,4,2,Bachelors,Skilled Manual,0,2,CA,91950,1
50,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,CA,90706,1
39,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,CA,92118,1
51,M,M,60000,5,5,Bachelors,Skilled Manual,0,3,CA,94015,0
39,M,F,60000,4,2,Bachelors,Skilled Manual,1,2,CA,94015,1
50,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,CA,94519,1
51,M,F,60000,4,2,Bachelors,Skilled Manual,1,2,CA,91791,1
45,S,F,60000,4,4,Bachelors,Skilled Manual,0,3,CA,90210,1
45,M,M,60000,5,5,Bachelors,Skilled Manual,1,3,CA,91776,0
45,S,F,60000,5,5,Bachelors,Skilled Manual,1,3,CA,91950,1
40,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,CA,90706,1
50,M,M,60000,4,4,Bachelors,Skilled Manual,1,3,CA,91791,0
51,S,M,60000,4,4,Bachelors,Skilled Manual,0,2,CA,90401,0
40,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,CA,91945,1
45,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,CA,94063,1
46,M,F,60000,2,2,Bachelors,Skilled Manual,1,0,CA,90210,1
45,S,F,60000,5,5,Bachelors,Skilled Manual,1,3,CA,91950,1
45,S,F,60000,4,2,Bachelors,Skilled Manual,1,2,CA,90241,1
45,M,M,60000,4,2,Bachelors,Skilled Manual,0,2,CA,91791,1
45,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,CA,91950,1
45,M,F,60000,2,2,Bachelors,Skilled Manual,1,0,CA,90012,1
45,S,M,60000,2,2,Bachelors,Skilled Manual,1,0,CA,95610,1
51,S,M,60000,4,4,Bachelors,Skilled Manual,0,2,CA,91910,0
51,M,F,60000,5,5,Bachelors,Skilled Manual,1,3,CA,94941,0
45,S,M,60000,2,2,Bachelors,Skilled Manual,0,0,CA,94014,1
46,M,F,60000,2,2,Bachelors,Skilled Manual,1,0,CA,94519,1
40,M,F,60000,2,2,Bachelors,Skilled Manual,1,0,CA,90706,1
46,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,CA,94536,1
51,M,M,60000,4,2,Bachelors,Skilled Manual,0,2,CA,91203,1
40,S,M,60000,2,2,Bachelors,Skilled Manual,0,0,CA,94536,1
45,M,M,60000,2,2,Bachelors,Skilled Manual,1,0,CA,94014,1
40,S,M,60000,2,2,Bachelors,Skilled Manual,0,0,CA,90241,1
51,M,M,60000,4,4,Bachelors,Skilled Manual,1,2,CA,91950,0
51,M,F,60000,4,4,Bachelors,Skilled Manual,1,2,CA,91364,0
50,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,CA,94063,1
45,S,M,60000,4,2,Bachelors,Skilled Manual,1,2,CA,94947,1
40,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,CA,91776,1
46,S,F,60000,2,2,Bachelors,Skilled Manual,1,0,CA,91910,1
51,M,F,60000,4,4,Bachelors,Skilled Manual,1,2,CA,90706,0
50,S,F,60000,4,4,Bachelors,Skilled Manual,0,3,CA,94010,1
51,S,M,60000,5,5,Bachelors,Skilled Manual,1,3,CA,94109,1
50,S,M,60000,4,4,Bachelors,Skilled Manual,0,3,CA,90706,1
45,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,CA,90712,1
50,S,M,60000,4,2,Bachelors,Skilled Manual,0,2,CA,91950,1
46,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,CA,90712,1
47,S,M,60000,2,2,Bachelors,Skilled Manual,1,1,CA,91791,1
47,S,M,60000,2,2,Bachelors,Skilled Manual,0,1,CA,91502,1
46,S,M,60000,2,2,Bachelors,Skilled Manual,0,0,CA,92118,1
48,S,M,60000,2,2,Bachelors,Skilled Manual,1,1,CA,90241,1
51,M,F,60000,4,2,Bachelors,Skilled Manual,1,2,CA,90706,1
51,M,M,50000,4,4,Bachelors,Skilled Manual,1,4,CA,94014,0
51,M,M,50000,5,5,Bachelors,Skilled Manual,1,3,CA,90210,0
45,M,M,50000,4,2,Bachelors,Skilled Manual,1,2,CA,94611,0
39,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,CA,91950,0
39,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,CA,91910,0
51,S,F,50000,4,4,Bachelors,Skilled Manual,1,3,CA,91910,0
51,S,F,50000,4,2,Bachelors,Skilled Manual,1,2,CA,90802,0
50,S,F,50000,4,2,Bachelors,Skilled Manual,1,2,CA,92806,0
40,S,F,50000,4,2,Bachelors,Skilled Manual,1,2,CA,94947,0
45,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,CA,91502,0
44,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,CA,91502,1
44,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,91203,0
40,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,CA,91910,1
45,M,M,50000,5,5,Bachelors,Skilled Manual,1,2,CA,91203,0
46,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,94010,0
40,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,94303,1
45,S,F,50000,4,4,Bachelors,Skilled Manual,1,2,CA,91203,1
51,S,M,50000,4,4,Bachelors,Skilled Manual,0,2,CA,94947,1
44,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,CA,90802,1
44,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,CA,90706,1
45,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,CA,94519,0
40,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,92102,0
46,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,91950,1
50,S,F,50000,5,5,Bachelors,Skilled Manual,1,2,CA,91950,0
45,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,CA,94070,1
44,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,CA,91502,1
46,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,94303,1
46,S,F,50000,2,2,Bachelors,Skilled Manual,0,0,CA,92118,1
46,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,CA,90210,1
40,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,91364,1
45,S,F,50000,4,4,Bachelors,Skilled Manual,1,3,CA,91502,1
51,S,F,50000,4,2,Bachelors,Skilled Manual,0,2,CA,91932,1
44,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,CA,91791,0
39,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,CA,94519,1
39,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,CA,94704,0
46,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,95062,0
45,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,91950,1
40,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,CA,90802,1
45,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,94941,1
37,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,CA,90241,0
39,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,CA,95062,1
39,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,CA,91945,1
48,S,F,50000,2,2,Bachelors,Skilled Manual,1,1,CA,90706,1
45,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,CA,94063,1
44,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,CA,94015,1
45,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,CA,92102,1
40,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,CA,94014,1
46,S,M,50000,2,2,Bachelors,Skilled Manual,1,0,CA,92118,1
45,S,F,50000,2,2,Bachelors,Skilled Manual,0,0,CA,94941,1
40,S,M,50000,2,2,Bachelors,Skilled Manual,0,0,CA,90012,1
46,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,CA,90210,1
39,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,CA,91950,1
44,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,91977,0
44,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,94519,0
45,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,CA,94519,1
48,S,F,50000,2,2,Bachelors,Skilled Manual,1,1,CA,91776,1
48,S,F,50000,2,2,Bachelors,Skilled Manual,1,1,CA,92020,1
44,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,CA,94947,1
45,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,91941,1
45,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,90210,0
48,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,CA,94070,0
45,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,CA,90706,1
45,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,92020,1
40,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,94014,1
47,S,M,50000,2,2,Bachelors,Skilled Manual,1,1,CA,90241,1
50,M,F,50000,4,4,Bachelors,Skilled Manual,1,1,CA,94014,0
39,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,CA,94014,1
45,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,CA,94070,1
39,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,CA,94947,1
46,S,M,50000,2,2,Bachelors,Skilled Manual,1,0,CA,92625,1
49,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,CA,91776,0
45,S,M,50000,2,2,Bachelors,Skilled Manual,0,0,CA,91502,1
35,M,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,94536,1
48,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,CA,94519,1
49,M,F,50000,3,3,Bachelors,Skilled Manual,1,3,CA,92118,0
44,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,CA,94303,0
49,M,F,50000,3,3,Bachelors,Skilled Manual,1,3,CA,91364,0
46,M,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,91941,1
40,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,CA,90210,1
42,S,M,50000,2,2,Bachelors,Skilled Manual,1,1,CA,94704,1
42,S,M,50000,2,2,Bachelors,Skilled Manual,1,1,CA,94941,1
49,M,F,50000,3,3,Bachelors,Skilled Manual,1,2,CA,94010,0
44,M,M,50000,3,3,Bachelors,Skilled Manual,0,3,CA,94015,0
46,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,CA,92118,0
40,M,F,50000,2,2,Bachelors,Skilled Manual,1,0,CA,95062,1
48,M,M,50000,2,2,Bachelors,Skilled Manual,1,1,CA,94070,1
44,M,F,50000,3,3,Bachelors,Skilled Manual,1,2,CA,94015,0
38,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,CA,90012,0
44,S,F,50000,3,3,Bachelors,Skilled Manual,0,2,CA,91950,0
44,M,M,50000,3,3,Bachelors,Skilled Manual,1,1,CA,91364,0
50,M,F,50000,3,3,Bachelors,Skilled Manual,1,2,CA,94519,0
48,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,CA,94109,1
47,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,CA,91203,1
50,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,CA,92806,0
48,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,CA,94010,1
47,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,CA,91932,1
47,S,M,50000,2,2,Bachelors,Skilled Manual,0,1,CA,90706,1
50,S,M,50000,3,3,Bachelors,Skilled Manual,0,1,CA,94519,0
49,S,F,50000,3,3,Bachelors,Skilled Manual,1,2,CA,92625,1
49,M,F,50000,3,3,Bachelors,Skilled Manual,1,3,CA,91910,0
50,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,CA,94519,0
49,M,F,50000,4,4,Bachelors,Skilled Manual,1,1,CA,91950,0
42,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,CA,94536,1
50,S,F,50000,3,3,Bachelors,Skilled Manual,1,2,CA,90012,1
49,M,M,50000,3,3,Bachelors,Skilled Manual,0,2,CA,92625,0
49,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,CA,90210,0
44,S,M,50000,3,3,Bachelors,Skilled Manual,1,1,CA,91945,0
49,S,F,50000,3,3,Bachelors,Skilled Manual,0,2,CA,94063,0
44,S,F,50000,3,3,Bachelors,Skilled Manual,1,3,CA,91502,1
49,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,CA,94303,0
49,S,M,50000,4,4,Bachelors,Skilled Manual,0,1,CA,91910,0
47,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,CA,90241,1
48,S,F,50000,2,2,Bachelors,Skilled Manual,1,1,CA,91950,1
50,M,M,50000,3,3,Bachelors,Skilled Manual,1,1,CA,92806,0
50,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,CA,94010,0
50,M,M,50000,4,4,Bachelors,Skilled Manual,1,2,CA,92625,0
49,S,F,50000,3,3,Bachelors,Skilled Manual,1,2,CA,91791,1
49,S,F,50000,3,3,Bachelors,Skilled Manual,0,3,CA,90210,1
56,S,M,60000,3,2,Bachelors,Professional,0,1,CA,94063,1
57,M,F,60000,3,2,Bachelors,Professional,1,1,CA,90401,1
56,M,M,70000,5,4,Bachelors,Professional,1,2,CA,94014,0
45,S,F,60000,3,2,Bachelors,Professional,0,1,CA,91977,1
51,S,M,70000,5,4,Bachelors,Professional,0,2,CA,91791,0
56,M,F,70000,5,4,Bachelors,Professional,1,2,CA,94109,0
55,M,F,60000,5,4,Bachelors,Professional,1,1,CA,94536,0
55,M,F,60000,5,4,Bachelors,Professional,1,1,CA,91502,0
50,S,M,60000,5,4,Bachelors,Professional,1,1,CA,91910,0
57,S,M,60000,3,2,Bachelors,Professional,0,1,CA,94303,1
50,M,F,60000,5,4,Bachelors,Professional,1,1,CA,90706,0
56,M,M,60000,5,4,Bachelors,Professional,1,1,CA,91502,0
57,S,F,60000,3,2,Bachelors,Professional,0,1,CA,90401,1
46,M,M,60000,3,2,Bachelors,Professional,1,1,CA,90210,1
56,S,F,60000,5,4,Bachelors,Professional,1,0,CA,91791,0
51,S,F,60000,3,2,Bachelors,Professional,0,0,CA,91502,1
55,S,M,60000,5,4,Bachelors,Professional,0,1,CA,94611,0
45,S,M,70000,5,4,Bachelors,Professional,1,2,CA,94519,0
51,S,M,60000,4,2,Bachelors,Professional,0,2,CA,91364,0
35,M,M,60000,4,2,Bachelors,Professional,1,2,CA,94947,0
46,S,F,60000,4,2,Bachelors,Professional,1,2,CA,94010,0
52,M,M,60000,4,2,Bachelors,Professional,1,2,CA,94010,0
51,S,F,60000,4,2,Bachelors,Professional,1,3,CA,91364,1
46,S,F,60000,4,2,Bachelors,Professional,1,3,CA,91950,1
50,M,F,60000,4,3,Bachelors,Professional,1,0,CA,94063,0
51,S,F,60000,4,2,Bachelors,Professional,1,2,CA,94519,0
51,S,M,60000,4,2,Bachelors,Professional,0,2,CA,90712,0
46,M,M,60000,4,2,Bachelors,Professional,1,4,CA,94010,0
55,M,M,60000,4,3,Bachelors,Professional,1,0,CA,91941,0
46,M,M,60000,4,2,Bachelors,Professional,1,2,CA,94519,0
46,M,M,60000,4,2,Bachelors,Professional,1,2,CA,90210,0
52,S,M,60000,4,2,Bachelors,Professional,1,2,CA,91910,1
51,M,M,70000,4,2,Bachelors,Professional,1,2,CA,94010,1
52,S,M,70000,4,2,Bachelors,Professional,1,2,CA,94704,1
41,S,M,70000,4,2,Bachelors,Professional,0,2,CA,94010,1
52,M,M,70000,4,2,Bachelors,Professional,1,2,CA,91203,1
56,M,F,60000,4,3,Bachelors,Professional,1,0,CA,91932,0
51,S,F,70000,4,2,Bachelors,Professional,0,2,CA,94704,1
41,S,F,70000,4,2,Bachelors,Professional,1,2,CA,90210,1
52,S,F,70000,4,2,Bachelors,Professional,1,2,CA,91910,1
52,S,F,70000,4,2,Bachelors,Professional,0,2,CA,94519,1
41,S,M,70000,4,2,Bachelors,Professional,0,2,CA,91791,1
51,M,M,70000,4,2,Bachelors,Professional,1,2,CA,91502,1
41,M,F,70000,4,2,Bachelors,Professional,1,2,CA,91950,1
40,M,M,70000,4,2,Bachelors,Professional,1,2,CA,90401,1
41,M,F,70000,4,2,Bachelors,Professional,1,2,CA,94014,1
55,S,F,60000,4,3,Bachelors,Professional,1,0,CA,94947,1
52,M,M,70000,4,2,Bachelors,Professional,1,2,CA,91945,1
51,S,M,70000,4,2,Bachelors,Professional,1,2,CA,91502,1
51,M,M,70000,4,2,Bachelors,Professional,1,2,CA,94519,1
51,M,M,70000,4,2,Bachelors,Professional,1,2,CA,92118,1
52,S,M,70000,4,2,Bachelors,Professional,1,2,CA,91776,1
51,S,M,70000,4,2,Bachelors,Professional,1,2,CA,91932,1
55,M,F,60000,4,3,Bachelors,Professional,1,0,CA,94070,0
56,M,F,60000,4,3,Bachelors,Professional,1,0,CA,91203,0
50,M,F,60000,4,3,Bachelors,Professional,0,0,CA,91502,0
50,S,F,60000,4,3,Bachelors,Professional,1,0,CA,92102,1
46,M,M,70000,4,2,Bachelors,Professional,1,2,CA,94704,1
52,M,F,70000,4,2,Bachelors,Professional,1,2,CA,91502,1
52,M,F,70000,4,2,Bachelors,Professional,1,2,CA,94536,1
50,M,F,60000,4,3,Bachelors,Professional,1,0,CA,92102,0
56,M,F,60000,4,3,Bachelors,Professional,1,0,CA,91932,0
51,M,M,70000,4,2,Bachelors,Professional,1,2,CA,94519,1
46,M,F,70000,4,2,Bachelors,Professional,1,2,CA,91945,1
46,M,M,70000,4,2,Bachelors,Professional,0,4,CA,94070,0
39,M,M,60000,4,3,Bachelors,Professional,1,0,CA,94611,0
46,S,F,70000,4,2,Bachelors,Professional,0,2,CA,91910,1
50,M,F,60000,4,3,Bachelors,Professional,1,1,CA,94010,0
52,M,F,70000,4,2,Bachelors,Professional,1,2,CA,94070,1
55,M,F,60000,4,3,Bachelors,Professional,1,0,CA,94704,0
56,M,F,60000,4,3,Bachelors,Professional,1,0,CA,94519,0
